
=============================================
STARTING Stage1
Episodes: 15000 | LR: 0.0001
Global Episode Offset: 0
=============================================
[ENV] On-the-fly curve generation enabled (base_seed=50)
[Stage1] Ep 100 | Avg Rew: -4.49 | Success: 0.00
Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage2_ep28000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage2_ep28000.pth
[Stage2] Ep 28100 | Avg Rew: 384.58 | Success: 0.00 [Prev: 1]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage2] Ep 28200 | Avg Rew: 355.43 | Success: 0.00 [Prev: 1]
[Stage2] Ep 28300 | Avg Rew: 372.79 | Success: 0.00 [Prev: 1]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage2] Ep 28400 | Avg Rew: 333.58 | Success: 0.00 [Prev: 1]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage2] Ep 28500 | Avg Rew: 353.05 | Success: 0.00 [Prev: 1]

🔍 Evaluating on 1 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=290.94

[Stage2] Ep 28600 | Avg Rew: 377.41 | Success: 0.00 [Prev: 1]
[Stage2] Ep 28700 | Avg Rew: 365.89 | Success: 0.00 [Prev: 1]
[Stage2] Ep 28800 | Avg Rew: 355.56 | Success: 0.00 [Prev: 1]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage2] Ep 28900 | Avg Rew: 363.69 | Success: 0.00 [Prev: 1]
[Stage2] Ep 29000 | Avg Rew: 393.49 | Success: 0.00 [Prev: 1]

🔍 Evaluating on 1 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=327.24

[Stage2] Ep 29100 | Avg Rew: 366.86 | Success: 0.00 [Prev: 1]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage2] Ep 29200 | Avg Rew: 379.87 | Success: 0.00 [Prev: 1]
[Stage2] Ep 29300 | Avg Rew: 402.57 | Success: 0.00 [Prev: 1]
[Stage2] Ep 29400 | Avg Rew: 382.40 | Success: 0.00 [Prev: 1]
[Stage2] Ep 29500 | Avg Rew: 399.00 | Success: 0.00 [Prev: 1]

🔍 Evaluating on 1 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=327.24

[Stage2] Ep 29600 | Avg Rew: 399.45 | Success: 0.00 [Prev: 1]
[Stage2] Ep 29700 | Avg Rew: 377.80 | Success: 0.00 [Prev: 1]
[Stage2] Ep 29800 | Avg Rew: 379.67 | Success: 0.00 [Prev: 1]
[Stage2] Ep 29900 | Avg Rew: 391.83 | Success: 0.00 [Prev: 1]
[Stage2] Ep 30000 | Avg Rew: 367.29 | Success: 0.00 [Prev: 1]

🔍 Evaluating on 1 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=358.96

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage2_ep30000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage2_ep30000.pth
Finished Stage2. Saved model to /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/weights/model_Stage2_FINAL.pth
✅ Added Stage2 to previous stages pool (total: 2 stages)
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/weights/actor_Stage2_FINAL.pth

=============================================
STARTING Stage3
Episodes: 30000 | LR: 0.0001
Global Episode Offset: 90000
=============================================
[ENV] On-the-fly curve generation enabled (base_seed=50)
[Stage3] Ep 100 | Avg Rew: 352.02 | Success: 0.00 [Prev: 2]
[Stage3] Ep 200 | Avg Rew: 362.25 | Success: 0.00 [Prev: 2]
[Stage3] Ep 300 | Avg Rew: 386.75 | Success: 0.00 [Prev: 2]
[Stage3] Ep 400 | Avg Rew: 367.59 | Success: 0.00 [Prev: 2]
[Stage3] Ep 500 | Avg Rew: 345.52 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=369.59
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=408.62

[Stage3] Ep 600 | Avg Rew: 359.35 | Success: 0.00 [Prev: 2]
[Stage3] Ep 700 | Avg Rew: 390.43 | Success: 0.00 [Prev: 2]
[Stage3] Ep 800 | Avg Rew: 345.97 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 900 | Avg Rew: 353.24 | Success: 0.00 [Prev: 2]
[Stage3] Ep 1000 | Avg Rew: 341.79 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=348.81
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=446.63

   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 1100 | Avg Rew: 373.94 | Success: 0.00 [Prev: 2]
[Stage3] Ep 1200 | Avg Rew: 325.33 | Success: 0.00 [Prev: 2]
[Stage3] Ep 1300 | Avg Rew: 351.24 | Success: 0.00 [Prev: 2]
[Stage3] Ep 1400 | Avg Rew: 403.74 | Success: 0.00 [Prev: 2]
[Stage3] Ep 1500 | Avg Rew: 367.64 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.20, Return=323.80
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=401.39

[Stage3] Ep 1600 | Avg Rew: 373.35 | Success: 0.00 [Prev: 2]
[Stage3] Ep 1700 | Avg Rew: 360.61 | Success: 0.00 [Prev: 2]
[Stage3] Ep 1800 | Avg Rew: 344.52 | Success: 0.00 [Prev: 2]
[Stage3] Ep 1900 | Avg Rew: 433.31 | Success: 0.00 [Prev: 2]
[Stage3] Ep 2000 | Avg Rew: 358.09 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.30, Return=313.75
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=480.18

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep2000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep2000.pth
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 2100 | Avg Rew: 361.01 | Success: 0.00 [Prev: 2]
[Stage3] Ep 2200 | Avg Rew: 378.90 | Success: 0.00 [Prev: 2]
[Stage3] Ep 2300 | Avg Rew: 380.39 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 2400 | Avg Rew: 389.99 | Success: 0.00 [Prev: 2]
[Stage3] Ep 2500 | Avg Rew: 386.67 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=367.66
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=403.53

[Stage3] Ep 2600 | Avg Rew: 341.60 | Success: 0.00 [Prev: 2]
[Stage3] Ep 2700 | Avg Rew: 362.95 | Success: 0.00 [Prev: 2]
[Stage3] Ep 2800 | Avg Rew: 373.03 | Success: 0.00 [Prev: 2]
[Stage3] Ep 2900 | Avg Rew: 377.88 | Success: 0.00 [Prev: 2]
[Stage3] Ep 3000 | Avg Rew: 378.42 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=344.15
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=476.49

[Stage3] Ep 3100 | Avg Rew: 412.19 | Success: 0.00 [Prev: 2]
[Stage3] Ep 3200 | Avg Rew: 371.25 | Success: 0.00 [Prev: 2]
[Stage3] Ep 3300 | Avg Rew: 362.95 | Success: 0.00 [Prev: 2]
[Stage3] Ep 3400 | Avg Rew: 356.07 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 3500 | Avg Rew: 364.12 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.30, Return=405.66
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=393.78

[Stage3] Ep 3600 | Avg Rew: 386.49 | Success: 0.00 [Prev: 2]
[Stage3] Ep 3700 | Avg Rew: 358.24 | Success: 0.00 [Prev: 2]
[Stage3] Ep 3800 | Avg Rew: 376.05 | Success: 0.00 [Prev: 2]
[Stage3] Ep 3900 | Avg Rew: 368.55 | Success: 0.00 [Prev: 2]
[Stage3] Ep 4000 | Avg Rew: 419.23 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=351.21
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=425.95

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep4000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep4000.pth
[Stage3] Ep 4100 | Avg Rew: 375.69 | Success: 0.00 [Prev: 2]
[Stage3] Ep 4200 | Avg Rew: 375.73 | Success: 0.00 [Prev: 2]
[Stage3] Ep 4300 | Avg Rew: 352.45 | Success: 0.00 [Prev: 2]
[Stage3] Ep 4400 | Avg Rew: 378.60 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 4500 | Avg Rew: 368.15 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=378.89
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=431.97

[Stage3] Ep 4600 | Avg Rew: 364.38 | Success: 0.00 [Prev: 2]
[Stage3] Ep 4700 | Avg Rew: 363.88 | Success: 0.00 [Prev: 2]
[Stage3] Ep 4800 | Avg Rew: 377.58 | Success: 0.00 [Prev: 2]
[Stage3] Ep 4900 | Avg Rew: 408.99 | Success: 0.00 [Prev: 2]
[Stage3] Ep 5000 | Avg Rew: 389.90 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=352.93
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=377.12

[Stage3] Ep 5100 | Avg Rew: 371.52 | Success: 0.00 [Prev: 2]
[Stage3] Ep 5200 | Avg Rew: 360.47 | Success: 0.00 [Prev: 2]
[Stage3] Ep 5300 | Avg Rew: 421.94 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 5400 | Avg Rew: 370.59 | Success: 0.00 [Prev: 2]
[Stage3] Ep 5500 | Avg Rew: 396.33 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=347.10
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=372.16

[Stage3] Ep 5600 | Avg Rew: 447.88 | Success: 0.00 [Prev: 2]
[Stage3] Ep 5700 | Avg Rew: 390.60 | Success: 0.00 [Prev: 2]
[Stage3] Ep 5800 | Avg Rew: 387.79 | Success: 0.00 [Prev: 2]
[Stage3] Ep 5900 | Avg Rew: 395.46 | Success: 0.00 [Prev: 2]
[Stage3] Ep 6000 | Avg Rew: 375.42 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.70, Return=357.14
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=455.66

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep6000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep6000.pth
[Stage3] Ep 6100 | Avg Rew: 401.79 | Success: 0.00 [Prev: 2]
[Stage3] Ep 6200 | Avg Rew: 434.19 | Success: 0.00 [Prev: 2]
[Stage3] Ep 6300 | Avg Rew: 391.07 | Success: 0.00 [Prev: 2]
[Stage3] Ep 6400 | Avg Rew: 399.74 | Success: 0.00 [Prev: 2]
[Stage3] Ep 6500 | Avg Rew: 418.86 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.30, Return=391.59
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=495.30

[Stage3] Ep 6600 | Avg Rew: 357.56 | Success: 0.00 [Prev: 2]
[Stage3] Ep 6700 | Avg Rew: 379.96 | Success: 0.00 [Prev: 2]
[Stage3] Ep 6800 | Avg Rew: 402.07 | Success: 0.00 [Prev: 2]
[Stage3] Ep 6900 | Avg Rew: 406.35 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 7000 | Avg Rew: 392.37 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=363.69
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=481.50

[Stage3] Ep 7100 | Avg Rew: 372.64 | Success: 0.00 [Prev: 2]
[Stage3] Ep 7200 | Avg Rew: 379.65 | Success: 0.00 [Prev: 2]
[Stage3] Ep 7300 | Avg Rew: 432.29 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 7400 | Avg Rew: 384.80 | Success: 0.00 [Prev: 2]
[Stage3] Ep 7500 | Avg Rew: 379.59 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=320.28
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=546.75

[Stage3] Ep 7600 | Avg Rew: 348.13 | Success: 0.00 [Prev: 2]
[Stage3] Ep 7700 | Avg Rew: 395.23 | Success: 0.00 [Prev: 2]
[Stage3] Ep 7800 | Avg Rew: 385.05 | Success: 0.00 [Prev: 2]
[Stage3] Ep 7900 | Avg Rew: 372.59 | Success: 0.00 [Prev: 2]
[Stage3] Ep 8000 | Avg Rew: 393.98 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=381.85
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=478.72

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep8000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep8000.pth
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 8100 | Avg Rew: 361.97 | Success: 0.00 [Prev: 2]
[Stage3] Ep 8200 | Avg Rew: 371.38 | Success: 0.00 [Prev: 2]
[Stage3] Ep 8300 | Avg Rew: 389.02 | Success: 0.00 [Prev: 2]
[Stage3] Ep 8400 | Avg Rew: 381.14 | Success: 0.00 [Prev: 2]
[Stage3] Ep 8500 | Avg Rew: 372.42 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=388.81
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=395.91

[Stage3] Ep 8600 | Avg Rew: 405.06 | Success: 0.00 [Prev: 2]
[Stage3] Ep 8700 | Avg Rew: 403.63 | Success: 0.00 [Prev: 2]
[Stage3] Ep 8800 | Avg Rew: 421.67 | Success: 0.00 [Prev: 2]
[Stage3] Ep 8900 | Avg Rew: 387.07 | Success: 0.00 [Prev: 2]
[Stage3] Ep 9000 | Avg Rew: 422.52 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=349.62
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=437.46

[Stage3] Ep 9100 | Avg Rew: 378.42 | Success: 0.00 [Prev: 2]
[Stage3] Ep 9200 | Avg Rew: 386.42 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 9300 | Avg Rew: 373.92 | Success: 0.00 [Prev: 2]
[Stage3] Ep 9400 | Avg Rew: 387.98 | Success: 0.00 [Prev: 2]
[Stage3] Ep 9500 | Avg Rew: 370.63 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=353.14
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=441.42

[Stage3] Ep 9600 | Avg Rew: 424.84 | Success: 0.00 [Prev: 2]
[Stage3] Ep 9700 | Avg Rew: 358.40 | Success: 0.00 [Prev: 2]
[Stage3] Ep 9800 | Avg Rew: 385.57 | Success: 0.00 [Prev: 2]
[Stage3] Ep 9900 | Avg Rew: 358.01 | Success: 0.00 [Prev: 2]
[Stage3] Ep 10000 | Avg Rew: 444.46 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.70, Return=322.86
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=520.15

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep10000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep10000.pth
[Stage3] Ep 10100 | Avg Rew: 360.02 | Success: 0.00 [Prev: 2]
[Stage3] Ep 10200 | Avg Rew: 387.22 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 10300 | Avg Rew: 376.49 | Success: 0.00 [Prev: 2]
[Stage3] Ep 10400 | Avg Rew: 363.42 | Success: 0.00 [Prev: 2]
[Stage3] Ep 10500 | Avg Rew: 416.44 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=332.62
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=399.42

[Stage3] Ep 10600 | Avg Rew: 428.64 | Success: 0.00 [Prev: 2]
[Stage3] Ep 10700 | Avg Rew: 405.07 | Success: 0.00 [Prev: 2]
[Stage3] Ep 10800 | Avg Rew: 341.33 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 10900 | Avg Rew: 414.05 | Success: 0.00 [Prev: 2]
[Stage3] Ep 11000 | Avg Rew: 404.06 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.30, Return=316.97
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=437.91

[Stage3] Ep 11100 | Avg Rew: 354.85 | Success: 0.00 [Prev: 2]
[Stage3] Ep 11200 | Avg Rew: 406.46 | Success: 0.00 [Prev: 2]
[Stage3] Ep 11300 | Avg Rew: 391.33 | Success: 0.00 [Prev: 2]
[Stage3] Ep 11400 | Avg Rew: 401.70 | Success: 0.00 [Prev: 2]
[Stage3] Ep 11500 | Avg Rew: 372.37 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.70, Return=369.68
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=494.37

[Stage3] Ep 11600 | Avg Rew: 349.80 | Success: 0.00 [Prev: 2]
[Stage3] Ep 11700 | Avg Rew: 361.63 | Success: 0.00 [Prev: 2]
[Stage3] Ep 11800 | Avg Rew: 411.88 | Success: 0.00 [Prev: 2]
[Stage3] Ep 11900 | Avg Rew: 374.10 | Success: 0.00 [Prev: 2]
[Stage3] Ep 12000 | Avg Rew: 405.79 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=360.80
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=449.78

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep12000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep12000.pth
[Stage3] Ep 12100 | Avg Rew: 407.06 | Success: 0.00 [Prev: 2]
[Stage3] Ep 12200 | Avg Rew: 394.27 | Success: 0.00 [Prev: 2]
[Stage3] Ep 12300 | Avg Rew: 400.21 | Success: 0.00 [Prev: 2]
[Stage3] Ep 12400 | Avg Rew: 349.00 | Success: 0.00 [Prev: 2]
[Stage3] Ep 12500 | Avg Rew: 406.39 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=379.82
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=526.02

[Stage3] Ep 12600 | Avg Rew: 393.37 | Success: 0.00 [Prev: 2]
[Stage3] Ep 12700 | Avg Rew: 363.13 | Success: 0.00 [Prev: 2]
[Stage3] Ep 12800 | Avg Rew: 414.30 | Success: 0.00 [Prev: 2]
[Stage3] Ep 12900 | Avg Rew: 429.21 | Success: 0.00 [Prev: 2]
[Stage3] Ep 13000 | Avg Rew: 398.22 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.30, Return=355.22
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=495.21

   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 13100 | Avg Rew: 419.50 | Success: 0.00 [Prev: 2]
[Stage3] Ep 13200 | Avg Rew: 395.83 | Success: 0.00 [Prev: 2]
[Stage3] Ep 13300 | Avg Rew: 384.33 | Success: 0.00 [Prev: 2]
[Stage3] Ep 13400 | Avg Rew: 388.34 | Success: 0.00 [Prev: 2]
[Stage3] Ep 13500 | Avg Rew: 399.04 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=379.23
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=505.93

[Stage3] Ep 13600 | Avg Rew: 377.87 | Success: 0.00 [Prev: 2]
[Stage3] Ep 13700 | Avg Rew: 356.34 | Success: 0.00 [Prev: 2]
[Stage3] Ep 13800 | Avg Rew: 383.63 | Success: 0.00 [Prev: 2]
[Stage3] Ep 13900 | Avg Rew: 327.96 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 14000 | Avg Rew: 360.58 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=341.18
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=376.87

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep14000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep14000.pth
[Stage3] Ep 14100 | Avg Rew: 379.08 | Success: 0.00 [Prev: 2]
[Stage3] Ep 14200 | Avg Rew: 397.28 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 14300 | Avg Rew: 367.31 | Success: 0.00 [Prev: 2]
[Stage3] Ep 14400 | Avg Rew: 390.78 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 14500 | Avg Rew: 385.41 | Success: 0.00 [Prev: 2]

